Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
2499.0,545.0,207.0,DL,MSP,PHX,5,0
409.0,1140.0,180.0,WN,RSW,MDW,5,1
2993.0,780.0,120.0,WN,MKE,BWI,3,1
1076.0,900.0,115.0,AA,STL,DCA,2,0
65.0,540.0,52.0,AS,KTN,WRG,7,1
623.0,650.0,164.0,F9,DEN,DTW,4,1
2117.0,560.0,86.0,XE,LIT,IAH,4,1
2564.0,925.0,,XE,EWR,MSP,4,1
3047.0,940.0,85.0,OO,MKE,PIT,1,1
139.0,450.0,338.0,US,ANC,PHX,7,0
4684.0,915.0,115.0,OO,SLC,BUR,6,0
6652.0,735.0,88.0,OH,DTW,ATW,7,1
270.0,729.0,66.0,B6,BUR,LAS,6,1
5255.0,375.0,98.0,EV,ELM,DTW,3,0
1930.0,935.0,190.0,AA,MIA,BOS,5,0
1222.0,390.0,170.0,FL,PIT,FLL,5,0
6256.0,966.0,76.0,OO,ORD,CLE,2,0
514.0,670.0,32.0,HA,LIH,HNL,2,1
2706.0,525.0,114.0,XE,ABQ,IAH,2,0
4720.0,,75.0,OO,MSP,GFK,4,1
3851.0,,124.0,9E,XNA,MSP,1,1
225.0,910.0,80.0,WN,MCI,MKE,3,0
1847.0,1144.0,146.0,CO,MCO,CLE,7,0
2497.0,975.0,101.0,XE,IAH,ICT,4,0
2815.0,405.0,49.0,XE,LCH,IAH,5,0
1560.0,,257.0,DL,SEA,CVG,3,1
5256.0,891.0,78.0,EV,ATL,VPS,7,1
3836.0,,120.0,MQ,ORD,PHL,5,0
5150.0,605.0,,EV,XNA,ATL,3,0
178.0,690.0,70.0,WN,GEG,PDX,1,1
6319.0,885.0,62.0,OO,IAD,PIT,6,0
3915.0,675.0,115.0,MQ,TUL,ORD,6,1
3655.0,545.0,130.0,9E,MSP,TUL,5,1
1861.0,980.0,153.0,CO,PHX,IAH,4,1
564.0,,205.0,AA,SFO,DFW,1,1
2694.0,750.0,,DL,ATL,PHL,2,1
6665.0,1101.0,,OO,DEN,EUG,3,1
2028.0,571.0,59.0,,SAT,IAH,1,0
1099.0,,55.0,WN,STL,SDF,2,1
359.0,1055.0,,WN,LAS,SNA,5,1
1429.0,423.0,357.0,DL,JFK,LAS,7,0
2917.0,1225.0,284.0,DL,CVG,SAN,3,1
1592.0,935.0,60.0,WN,FLL,MCO,2,1
7009.0,872.0,156.0,OO,HPN,ORD,2,0
6464.0,769.0,95.0,OO,SFO,RDM,4,1
710.0,555.0,200.0,AA,DFW,LGA,6,0
6825.0,1054.0,98.0,OO,ORD,LNK,1,1
848.0,762.0,144.0,UA,DEN,IAH,2,0
6876.0,,172.0,,DEN,PDX,3,0
2427.0,860.0,90.0,XE,IAH,LBB,3,0
550.0,925.0,121.0,FL,ATL,BUF,7,0
1163.0,520.0,70.0,WN,SNA,LAS,1,1
1602.0,360.0,100.0,AA,ELP,DFW,5,0
324.0,390.0,135.0,WN,GEG,DEN,5,0
4810.0,750.0,110.0,OO,TUS,SLC,1,1
7052.0,502.0,,OO,DEN,BOI,4,0
792.0,635.0,,WN,JAX,BWI,5,0
590.0,370.0,112.0,US,OAK,PHX,1,0
4145.0,725.0,,MQ,CMH,JFK,7,0
39.0,525.0,355.0,HA,PDX,OGG,1,0
1137.0,960.0,,CO,EWR,DFW,5,1
880.0,650.0,110.0,WN,LAX,SLC,6,0
125.0,952.0,85.0,FL,ATL,TPA,1,1
8.0,1375.0,345.0,HA,HNL,LAS,5,0
1603.0,1320.0,286.0,DL,ATL,LAS,7,1
1202.0,835.0,168.0,B6,MCO,BOS,1,1
607.0,515.0,129.0,UA,DCA,ORD,1,0
1140.0,,94.0,DL,ATL,IND,4,1
4343.0,405.0,85.0,MQ,ORD,DTW,5,1
1816.0,633.0,172.0,DL,DEN,ATL,6,1
1184.0,646.0,262.0,DL,ATL,SLC,4,1
3138.0,615.0,59.0,XE,IAH,SAT,5,1
1552.0,885.0,120.0,CO,EWR,CLT,2,0
184.0,755.0,319.0,B6,SAN,JFK,4,0
455.0,682.0,203.0,,BOS,FLL,3,1
1442.0,565.0,160.0,WN,LAS,OMA,6,0
495.0,435.0,280.0,B6,BOS,DEN,5,0
1498.0,1250.0,70.0,WN,RNO,LAS,1,0
2725.0,760.0,80.0,WN,LAS,SLC,1,1
4768.0,1010.0,113.0,OO,SLC,GEG,3,1
1373.0,390.0,82.0,DL,BOS,LGA,3,0
1154.0,965.0,146.0,FL,IND,RSW,4,0
1618.0,845.0,100.0,WN,DAL,STL,2,1
1492.0,,121.0,US,MIA,CLT,3,0
436.0,1015.0,155.0,AA,DFW,FLL,6,1
4382.0,360.0,79.0,,BOS,JFK,1,0
3252.0,910.0,110.0,MQ,MOB,DFW,5,0
539.0,925.0,180.0,AA,MCO,DFW,6,1
205.0,500.0,,UA,BOS,IAD,2,0
1003.0,,32.0,YV,OGG,HNL,2,0
868.0,1030.0,129.0,US,JAX,PHL,5,0
4225.0,800.0,,MQ,GRB,ORD,4,0
5551.0,465.0,79.0,EV,VPS,ATL,2,0
350.0,735.0,145.0,WN,MCO,ISP,3,0
3610.0,785.0,110.0,MQ,BHM,MIA,1,0
1217.0,890.0,120.0,WN,HOU,TPA,3,1
1241.0,610.0,125.0,AA,DFW,DEN,1,0
527.0,785.0,308.0,CO,SAN,EWR,3,1
128.0,,196.0,US,PHX,MKE,5,0
680.0,1196.0,177.0,FL,MCO,MKE,6,0
5419.0,360.0,150.0,EV,OKC,DTW,3,0
7096.0,1284.0,89.0,EV,ORD,BUF,2,0
1509.0,1070.0,160.0,,MCI,MCO,4,1
1966.0,765.0,90.0,DL,ATL,CMH,5,0
2630.0,420.0,168.0,,MSP,BOS,3,1
3312.0,575.0,85.0,WN,MCI,MKE,1,0
7215.0,1200.0,67.0,YV,ORD,DAY,4,1
804.0,1170.0,90.0,FL,BOS,BWI,3,0
1777.0,479.0,180.0,,JFK,MCO,5,0
6814.0,823.0,55.0,OO,MLI,ORD,3,1
77.0,,108.0,FL,ATL,FLL,5,1
236.0,922.0,105.0,,RIC,ATL,7,1
2733.0,950.0,66.0,YV,PHX,PSP,7,0
108.0,930.0,93.0,DL,MCO,ATL,5,0
1790.0,710.0,,WN,ECP,BWI,6,1
509.0,840.0,170.0,AS,SNA,SEA,7,0
6462.0,910.0,102.0,OH,JFK,BOS,4,1
1558.0,1075.0,170.0,CO,IAH,DCA,2,1
530.0,765.0,155.0,F9,MDW,DEN,4,0
3110.0,727.0,90.0,XE,CLE,CLT,5,1
5941.0,,96.0,XE,LNK,ORD,7,0
511.0,1255.0,,CO,IAH,MFE,2,0
1897.0,1040.0,255.0,AA,EWR,DFW,2,0
6469.0,650.0,79.0,OH,ATL,GSO,3,0
2689.0,1074.0,93.0,YV,CLT,SDF,4,0
2128.0,825.0,,DL,MCO,DTW,5,1
1174.0,830.0,,AA,SJC,ORD,7,0
59.0,360.0,169.0,UA,DEN,SFO,1,0
466.0,1280.0,102.0,FL,ATL,BWI,3,0
4137.0,895.0,125.0,MQ,ORD,BDL,2,0
1240.0,1218.0,82.0,DL,ATL,SDF,1,1
6967.0,1140.0,,OO,ACV,SMF,4,1
1334.0,,245.0,AA,SJU,BOS,7,0
7238.0,390.0,156.0,YV,BTV,ORD,7,1
7068.0,1178.0,72.0,EV,CMH,IAD,2,1
1976.0,1175.0,120.0,AA,DFW,IND,3,0
5582.0,788.0,75.0,EV,MOB,ATL,7,1
2291.0,450.0,,DL,ATL,TPA,3,0
247.0,1060.0,118.0,,LAS,DEN,3,1
6829.0,563.0,95.0,OO,SFO,RDM,3,0
353.0,760.0,76.0,US,SNA,PHX,3,0
1255.0,1130.0,124.0,DL,ORF,ATL,5,1
4303.0,905.0,130.0,,OKC,ORD,4,0
3101.0,560.0,160.0,WN,PHL,STL,6,0
1.0,480.0,355.0,AS,DCA,SEA,4,0
46.0,735.0,178.0,DL,BOS,ATL,1,0
2592.0,450.0,125.0,WN,MDW,PHL,6,0
1022.0,1140.0,,DL,ATL,DTW,6,1
2652.0,914.0,106.0,YV,CLT,EWR,6,1
1406.0,540.0,170.0,CO,FLL,IAH,3,0
1467.0,550.0,105.0,AA,DFW,ELP,1,0
888.0,430.0,75.0,WN,BUR,OAK,4,1
1028.0,,120.0,AA,DEN,DFW,4,1
5983.0,596.0,99.0,XE,BNA,ORD,5,0
3975.0,660.0,105.0,MQ,ORD,XNA,3,0
776.0,1040.0,,WN,OMA,STL,5,1
995.0,465.0,,FL,MKE,BOS,1,0
2793.0,465.0,,MQ,FSD,DFW,2,0
501.0,375.0,110.0,WN,BOI,DEN,5,0
868.0,1040.0,131.0,US,JAX,PHL,7,1
475.0,361.0,133.0,UA,CLT,ORD,7,1
472.0,665.0,90.0,US,PHX,BUR,4,0
474.0,560.0,105.0,AA,ABQ,DFW,5,0
6557.0,,48.0,OO,SEA,PDX,1,0
2840.0,830.0,80.0,DL,LAS,SLC,1,0
6466.0,585.0,122.0,OH,CVG,LGA,5,0
3673.0,615.0,80.0,9E,GRB,DTW,7,0
2988.0,1130.0,130.0,MQ,DFW,AGS,5,0
6226.0,921.0,,OO,ORD,MKE,2,1
1760.0,580.0,120.0,DL,ATL,MDW,7,0
731.0,615.0,,AA,LGA,DFW,3,0
6854.0,562.0,78.0,OO,SFO,ACV,2,0
1156.0,985.0,150.0,FL,RSW,IND,6,0
7265.0,1185.0,145.0,YV,PHL,ORD,2,0
3763.0,1090.0,65.0,,GEG,SEA,4,1
4321.0,865.0,135.0,MQ,ORD,OKC,5,1
4234.0,530.0,79.0,9E,MDW,DTW,3,0
532.0,,205.0,CO,IAH,LGA,5,1
343.0,710.0,37.0,HA,HNL,LIH,6,0
1886.0,640.0,136.0,DL,ATL,LGA,5,1
2980.0,810.0,118.0,XE,IAH,TYS,1,0
6471.0,360.0,121.0,OO,ABQ,LAX,2,0
2029.0,600.0,91.0,US,BOS,DCA,5,0
314.0,944.0,70.0,FL,ATL,CLT,3,1
2440.0,860.0,127.0,DL,TPA,DCA,7,0
1733.0,825.0,86.0,US,DCA,CLT,6,0
1423.0,904.0,136.0,FL,TPA,IND,7,1
4246.0,608.0,,9E,IND,DTW,3,0
758.0,508.0,152.0,UA,SFO,DEN,4,1
6409.0,1235.0,71.0,OH,CVG,GRR,3,0
2095.0,,110.0,WN,PHX,DEN,4,1
154.0,1330.0,290.0,US,SAN,PHL,3,1
2764.0,1015.0,,MQ,MGM,DFW,3,1
2978.0,,90.0,MQ,JAN,DFW,3,0
1283.0,1040.0,116.0,DL,ATL,MDW,5,0
707.0,,,UA,ORD,DEN,5,0
371.0,1000.0,142.0,F9,DEN,LAX,5,1
2770.0,965.0,129.0,DL,MEM,MSP,7,0
2829.0,1186.0,46.0,YV,PHX,TUS,1,0
549.0,1095.0,300.0,WN,BOS,DEN,5,0
1717.0,1260.0,208.0,CO,IAH,SAN,4,0
371.0,420.0,115.0,,SMF,SEA,3,0
6444.0,750.0,110.0,,AVL,DTW,7,0
540.0,710.0,168.0,B6,PBI,EWR,5,0
3806.0,945.0,,9E,DTW,CID,3,0
3399.0,790.0,125.0,MQ,DFW,LEX,6,0
6604.0,611.0,174.0,OO,DEN,ATL,5,0
184.0,550.0,335.0,UA,SFO,PHL,7,0
2159.0,1105.0,65.0,WN,BWI,BDL,5,1
542.0,580.0,196.0,,IAH,SLC,2,0
4442.0,1155.0,90.0,OO,DEN,SLC,4,0
2986.0,1300.0,,DL,ATL,LGA,6,1
2786.0,,142.0,DL,ATL,LGA,4,0
6274.0,575.0,123.0,OH,IND,MSP,2,0
1988.0,750.0,195.0,DL,LAS,MEM,6,0
1789.0,680.0,292.0,US,CLT,LAS,5,1
359.0,360.0,160.0,FL,LGA,ATL,5,0
1195.0,1080.0,210.0,,RIC,DFW,3,1
6526.0,475.0,,OO,LAX,PHX,6,0
3504.0,,50.0,WN,PBI,TPA,2,1
794.0,850.0,95.0,UA,ORD,BUF,5,0
2491.0,734.0,111.0,DL,RIC,ATL,2,1
2708.0,985.0,335.0,WN,BWI,LAS,5,1
4101.0,779.0,101.0,9E,FNT,MSP,1,1
61.0,1005.0,170.0,DL,JFK,ATL,3,1
4883.0,1139.0,169.0,OO,AUS,SLC,5,1
406.0,983.0,215.0,UA,DEN,LGA,3,1
934.0,420.0,341.0,UA,HNL,LAX,1,0
634.0,,,UA,ORD,EWR,3,0
491.0,491.0,128.0,UA,DEN,PHX,1,0
2810.0,605.0,120.0,WN,SMF,SEA,7,0
1430.0,1035.0,79.0,US,JAX,CLT,5,0
2804.0,545.0,70.0,MQ,TUL,DFW,3,0
570.0,786.0,83.0,UA,ORD,CLE,3,0
2122.0,455.0,127.0,DL,DTW,BOS,6,0
67.0,1210.0,,AS,JNU,ANC,5,0
1300.0,870.0,85.0,WN,ELP,AUS,6,1
1712.0,785.0,74.0,,CLT,DCA,2,0
6656.0,610.0,150.0,OO,DEN,BNA,1,0
5078.0,395.0,75.0,EV,BTR,MEM,5,1
2238.0,800.0,97.0,DL,ATL,DCA,4,1
5527.0,915.0,70.0,EV,ATL,BQK,4,1
2178.0,420.0,122.0,DL,DTW,CLT,4,1
206.0,1176.0,112.0,FL,CAK,ATL,4,1
3028.0,1065.0,60.0,MQ,LAX,FAT,6,0
625.0,670.0,279.0,US,PIT,PHX,6,0
102.0,,144.0,UA,ORD,JAX,4,0
2332.0,1170.0,127.0,XE,EWR,GSP,2,1
3313.0,,155.0,MQ,MSN,DFW,4,1
4203.0,405.0,75.0,MQ,ORD,CMH,1,1
406.0,685.0,270.0,WN,PHX,PHL,5,1
521.0,420.0,170.0,B6,EWR,MCO,5,1
844.0,719.0,131.0,UA,SEA,SFO,4,0
3026.0,947.0,118.0,XE,IAH,MCI,7,1
575.0,660.0,70.0,WN,MCI,OKC,5,1
829.0,415.0,90.0,US,BWI,CLT,7,1
1612.0,815.0,,DL,ATL,ORD,4,1
6344.0,1165.0,140.0,OH,CVG,MSP,4,0
155.0,519.0,34.0,HA,OGG,HNL,2,0
6226.0,637.0,105.0,OO,XNA,ORD,2,0
410.0,605.0,,UA,DEN,CMH,3,0
7761.0,1005.0,69.0,OO,SLC,EKO,2,0
1034.0,555.0,60.0,WN,TUL,DAL,6,0
51.0,1225.0,50.0,WN,HOU,CRP,3,1
4167.0,1180.0,75.0,,ORD,CMH,4,1
33.0,885.0,65.0,CO,IAH,MSY,4,1
5125.0,499.0,86.0,EV,BTR,ATL,3,0
117.0,523.0,42.0,HA,KOA,HNL,7,0
620.0,965.0,111.0,UA,ORD,DCA,5,1
938.0,750.0,,WN,MCO,CMH,4,0
433.0,670.0,191.0,,BOS,MCO,2,0
3823.0,,145.0,9E,DCA,STL,4,1
343.0,710.0,37.0,HA,HNL,LIH,3,1
3710.0,1055.0,105.0,MQ,ORD,XNA,5,1
604.0,1113.0,137.0,FL,RSW,BWI,7,0
1646.0,60.0,202.0,DL,PHX,ATL,1,0
6540.0,1151.0,91.0,OO,OMA,ORD,1,0
1254.0,390.0,115.0,WN,TUS,DEN,3,0
681.0,780.0,157.0,UA,LGA,ORD,2,0
660.0,770.0,100.0,WN,PHX,SLC,5,1
693.0,800.0,134.0,B6,DCA,MCO,3,0
5099.0,823.0,80.0,EV,GPT,ATL,2,0
2260.0,925.0,129.0,XE,EWR,CVG,7,0
757.0,755.0,135.0,WN,ELP,LAX,2,1
685.0,550.0,115.0,US,SFO,PHX,3,0
734.0,825.0,249.0,B6,SJU,BOS,1,1
2343.0,420.0,145.0,WN,SEA,LAS,5,1
3127.0,1100.0,100.0,XE,IAH,LBB,1,0
2653.0,695.0,181.0,DL,LGA,TPA,4,0
1836.0,1015.0,,DL,ATL,SLC,6,1
759.0,1185.0,205.0,AA,DFW,LAX,3,1
889.0,480.0,96.0,UA,LAX,SFO,2,0
374.0,515.0,144.0,US,DFW,CLT,5,0
2486.0,625.0,62.0,XE,IND,CLE,7,0
4327.0,410.0,105.0,9E,FNT,MSP,1,1
1058.0,625.0,79.0,B6,PIT,JFK,3,1
385.0,420.0,215.0,AA,BWI,DFW,1,0
1026.0,732.0,125.0,DL,DTW,ATL,4,1
1303.0,1225.0,,WN,MDW,OMA,5,1
1888.0,410.0,,AA,DFW,JAX,3,0
6320.0,465.0,54.0,OH,HTS,CVG,6,0
438.0,725.0,85.0,WN,DTW,BWI,7,0
1174.0,645.0,132.0,DL,ATL,BUF,5,0
126.0,1385.0,239.0,UA,LAX,ORD,7,1
1793.0,765.0,55.0,WN,LAS,ONT,6,1
487.0,848.0,140.0,FL,BWI,MCO,5,1
127.0,1125.0,370.0,AA,JFK,SAN,1,1
798.0,1155.0,,UA,LAX,SFO,7,1
6647.0,420.0,55.0,OO,ASE,DEN,3,0
414.0,907.0,135.0,F9,LAX,DEN,7,1
168.0,625.0,43.0,HA,HNL,KOA,5,0
5474.0,895.0,84.0,EV,ATL,EVV,2,1
559.0,587.0,225.0,DL,ATL,SJU,3,1
6412.0,1002.0,,OH,STL,MSP,1,0
1099.0,645.0,200.0,WN,OAK,MCI,3,1
500.0,530.0,180.0,WN,SAN,HOU,3,0
4373.0,605.0,,9E,DTW,SAV,4,0
1537.0,575.0,,WN,GEG,LAS,4,1
388.0,433.0,252.0,UA,TPA,DEN,7,0
600.0,570.0,81.0,B6,JFK,PWM,2,0
1856.0,995.0,188.0,DL,MIA,JFK,3,1
3951.0,1008.0,122.0,9E,MKE,MEM,6,0
6603.0,571.0,112.0,OO,SFO,PSC,5,1
6642.0,360.0,69.0,OO,RNO,SFO,5,1
254.0,1045.0,144.0,,DEN,ORD,2,0
439.0,1095.0,121.0,FL,MKE,ATL,7,1
6379.0,467.0,54.0,OO,LAX,SBP,7,0
5183.0,,61.0,EV,ATL,TRI,5,0
39.0,,345.0,AA,SFO,HNL,4,0
1208.0,505.0,170.0,AA,TPA,ORD,5,0
534.0,,160.0,B6,TPA,EWR,6,0
172.0,,338.0,UA,SFO,BOS,4,0
5930.0,,81.0,XE,DSM,ORD,4,0
4623.0,1035.0,74.0,OO,SLC,BOI,7,0
6240.0,330.0,112.0,OO,BOI,SFO,6,0
491.0,635.0,60.0,AA,OKC,DFW,5,0
535.0,1067.0,307.0,,CLE,LAX,6,1
531.0,1035.0,162.0,AS,ONT,SEA,3,0
58.0,444.0,121.0,UA,ROC,ORD,2,0
4145.0,,,9E,FWA,DTW,3,0
366.0,810.0,247.0,CO,SEA,IAH,4,1
3814.0,790.0,50.0,WN,MCO,RSW,7,0
775.0,,,AA,MIA,STT,3,0
4246.0,1050.0,75.0,MQ,IND,ORD,3,1
2352.0,656.0,140.0,XE,OMA,IAH,5,0
663.0,1044.0,246.0,UA,DCA,DEN,4,0
278.0,855.0,80.0,WN,LAS,RNO,6,0
3612.0,370.0,115.0,,BHM,MIA,3,0
843.0,857.0,243.0,UA,LAX,ORD,1,1
2979.0,768.0,122.0,XE,MCI,IAH,6,1
6377.0,765.0,,OO,CPR,DEN,7,1
2158.0,523.0,97.0,XE,CMH,EWR,1,0
2556.0,,166.0,DL,MSP,EWR,4,1
6280.0,680.0,71.0,OH,CVG,PIT,1,1
79.0,1320.0,165.0,B6,JFK,MCO,6,0
620.0,1158.0,56.0,CO,AUS,IAH,3,0
5034.0,695.0,80.0,EV,VLD,ATL,4,1
690.0,720.0,60.0,AS,SEA,GEG,2,1
425.0,780.0,145.0,WN,SAT,MCO,2,1
555.0,1235.0,33.0,HA,OGG,HNL,3,1
3971.0,915.0,148.0,9E,ATL,ICT,6,0
8.0,1099.0,77.0,CO,EWR,BOS,7,1
28.0,630.0,,WN,ECP,HOU,1,0
465.0,,165.0,,LAX,SEA,6,1
2717.0,798.0,94.0,XE,TUL,IAH,2,0
6367.0,1264.0,43.0,OO,SMF,SFO,5,0
5993.0,653.0,,XE,SDF,ORD,3,0
1018.0,585.0,230.0,US,PHL,STT,6,0
1559.0,570.0,74.0,US,PIT,PHL,3,0
1994.0,485.0,,DL,PHX,JFK,4,0
559.0,1085.0,155.0,AA,ATL,DFW,5,0
3483.0,1190.0,65.0,WN,LAS,BUR,2,1
4859.0,1100.0,104.0,OO,XNA,MSP,4,0
2012.0,1195.0,135.0,,HOU,FLL,3,1
451.0,500.0,135.0,AA,RDU,ORD,5,0
959.0,1329.0,,,CLT,FLL,5,0
2705.0,1105.0,62.0,YV,CLT,MYR,4,1
1483.0,508.0,92.0,DL,SLC,LAS,1,0
1855.0,,170.0,AA,LGA,STL,3,0
5496.0,898.0,,EV,ATL,CHO,3,0
2496.0,990.0,125.0,XE,IAH,SDF,1,0
6760.0,765.0,,OO,BOI,DEN,4,0
2396.0,665.0,120.0,WN,MCO,JAN,5,0
140.0,540.0,113.0,FL,ATL,DTW,1,0
7040.0,556.0,79.0,OO,SFO,ACV,4,1
2440.0,770.0,124.0,DL,TPA,DCA,2,0
112.0,365.0,139.0,UA,ONT,DEN,3,0
1444.0,645.0,83.0,US,JAX,CLT,4,0
2422.0,785.0,231.0,DL,MIA,MSP,5,0
5129.0,455.0,108.0,EV,BOS,DCA,1,0
1216.0,835.0,78.0,B6,BUF,BOS,4,0
1151.0,1045.0,95.0,AA,MSP,ORD,1,1
7780.0,410.0,64.0,,SUN,SLC,3,0
2405.0,858.0,121.0,XE,IAH,LEX,6,1
1760.0,1080.0,,WN,STL,CMH,5,1
725.0,585.0,238.0,UA,ORD,PHX,6,1
4085.0,755.0,140.0,MQ,ABE,ORD,4,0
1096.0,880.0,170.0,WN,LAS,MCI,2,1
3668.0,875.0,125.0,MQ,TYS,MIA,6,0
496.0,695.0,180.0,CO,LAS,IAH,5,1
5201.0,370.0,,EV,LEX,ATL,1,0
647.0,675.0,78.0,US,PHX,ONT,4,0
6304.0,1031.0,92.0,OO,BIL,DEN,4,0
402.0,879.0,189.0,,MSY,BOS,2,0
170.0,1060.0,89.0,,LAX,SFO,3,0
1829.0,515.0,190.0,DL,DTW,MIA,1,1
118.0,830.0,180.0,CO,EWR,TPA,3,1
942.0,725.0,150.0,WN,PDX,PHX,3,1
3927.0,1165.0,104.0,9E,MEM,DSM,3,0
4350.0,,50.0,MQ,ORD,AZO,3,0
2253.0,1055.0,223.0,DL,MSP,SEA,5,1
2179.0,1198.0,109.0,DL,SLC,SMF,5,1
2882.0,1050.0,,XE,IAH,BNA,6,1
1149.0,425.0,70.0,WN,SMF,BUR,7,0
1901.0,575.0,,AA,STL,DFW,2,0
2782.0,385.0,160.0,MQ,LEX,DFW,4,0
866.0,1430.0,237.0,CO,SEA,IAH,2,0
2655.0,1100.0,90.0,DL,ATL,MEM,3,1
167.0,600.0,85.0,WN,OAK,LAS,1,1
5447.0,815.0,97.0,EV,ATL,BTR,1,1
680.0,725.0,132.0,UA,ORD,LGA,4,0
1493.0,719.0,155.0,CO,MCO,EWR,1,0
2630.0,630.0,70.0,WN,DTW,MDW,1,1
520.0,485.0,145.0,B6,MCO,EWR,7,0
125.0,1430.0,,US,HNL,PHX,5,0
559.0,,225.0,DL,ATL,SJU,7,0
2812.0,813.0,95.0,XE,AMA,IAH,7,1
2644.0,1225.0,63.0,YV,CLT,MYR,5,0
6304.0,855.0,88.0,OH,DTW,SYR,7,1
1986.0,700.0,135.0,DL,ATL,LGA,1,1
337.0,900.0,120.0,CO,CLT,EWR,4,1
324.0,552.0,288.0,UA,LAX,IAD,7,1
370.0,1205.0,85.0,WN,PHL,BOS,1,1
4314.0,740.0,90.0,MQ,PIT,JFK,2,0
3142.0,760.0,65.0,WN,DAL,SAT,1,1
4044.0,1065.0,117.0,9E,JAX,MEM,6,1
2194.0,655.0,,DL,ATL,PHL,1,0
1159.0,515.0,147.0,US,DCA,MCO,7,0
656.0,1275.0,160.0,AA,DFW,BWI,1,1
4591.0,660.0,180.0,MQ,LGA,MSP,7,0
6258.0,541.0,,OO,SFO,LAS,7,1
401.0,1070.0,152.0,CO,IND,IAH,1,0
6481.0,1025.0,66.0,OH,BNA,MEM,5,0
230.0,653.0,105.0,FL,RIC,ATL,3,1
400.0,655.0,205.0,,DFW,JFK,7,0
1288.0,1226.0,75.0,DL,ATL,CHS,2,0
6838.0,983.0,81.0,OO,SFO,SBA,4,1
2102.0,760.0,290.0,WN,PHX,PVD,2,1
1181.0,795.0,120.0,WN,HOU,ELP,2,1
323.0,840.0,185.0,WN,AUS,LAS,6,0
6929.0,1173.0,64.0,OO,DEN,DRO,2,1
741.0,740.0,245.0,AA,LGA,DFW,3,0
46.0,1240.0,68.0,AS,BET,ANC,2,0
466.0,810.0,155.0,AS,SEA,LAX,1,1
578.0,515.0,210.0,AA,SJC,DFW,2,0
1511.0,680.0,124.0,US,LGA,CLT,3,1
3661.0,335.0,76.0,9E,CAK,DTW,3,0
586.0,440.0,129.0,CO,IAH,MCO,2,1
5146.0,1125.0,55.0,EV,ATL,MGM,6,1
891.0,390.0,388.0,UA,JFK,LAX,5,0
342.0,750.0,195.0,AA,DFW,BDL,4,1
1308.0,930.0,115.0,WN,HOU,STL,1,1
4226.0,1040.0,,MQ,DBQ,ORD,5,1
511.0,1270.0,174.0,F9,DEN,SEA,6,1
4538.0,855.0,172.0,,SLC,DFW,4,1
115.0,1160.0,126.0,F9,MSP,DEN,1,0
392.0,1141.0,,HA,HNL,ITO,1,1
4212.0,620.0,99.0,9E,DTW,TYS,5,1
1347.0,750.0,345.0,WN,PHL,PHX,5,1
2776.0,750.0,155.0,WN,MCO,STL,6,1
6814.0,944.0,123.0,OO,PSP,DEN,3,1
5240.0,650.0,147.0,EV,ATL,ICT,4,0
3915.0,680.0,95.0,9E,BTV,JFK,2,0
1631.0,1070.0,169.0,CO,PBI,IAH,7,1
4620.0,1040.0,81.0,OO,HLN,SLC,7,1
99.0,1140.0,204.0,DL,JFK,FLL,3,1
516.0,660.0,142.0,F9,PDX,DEN,6,0
4278.0,965.0,120.0,9E,AMA,MEM,5,0
1436.0,550.0,75.0,AA,IAH,DFW,5,0
572.0,470.0,82.0,F9,SLC,DEN,2,1
959.0,1329.0,115.0,US,CLT,FLL,4,1
1377.0,1265.0,260.0,AA,ORD,SEA,3,1
4945.0,500.0,60.0,EV,ATL,MGM,4,0
3808.0,395.0,87.0,9E,BMI,DTW,7,0
188.0,975.0,315.0,WN,FLL,PHX,4,1
1088.0,1210.0,60.0,WN,SJC,BUR,7,0
2981.0,845.0,125.0,,DFW,FSD,5,1
217.0,930.0,173.0,CO,MSY,EWR,4,0
967.0,485.0,130.0,WN,FLL,MSY,1,1
5295.0,,74.0,EV,VLD,ATL,4,0
6701.0,380.0,128.0,OO,FAR,DEN,2,0
6828.0,704.0,62.0,OO,DRO,DEN,6,0
5229.0,980.0,99.0,EV,IAH,MEM,4,1
302.0,1095.0,366.0,CO,EWR,LAX,5,1
4044.0,,115.0,MQ,XNA,ORD,3,0
1298.0,1312.0,308.0,DL,KOA,LAX,5,0
1546.0,1100.0,,WN,RDU,BWI,1,1
2061.0,390.0,150.0,DL,PHL,ATL,1,0
154.0,,184.0,DL,FLL,JFK,3,0
912.0,,83.0,US,CLT,BWI,1,1
6737.0,1302.0,148.0,OO,DEN,FAT,4,0
612.0,685.0,125.0,B6,JAX,JFK,6,0
1.0,650.0,310.0,DL,LAS,JFK,4,0
1864.0,430.0,,WN,STL,LAS,2,0
4511.0,1010.0,115.0,OO,SLC,GEG,3,1
5212.0,734.0,100.0,EV,IND,ATL,4,0
4073.0,,109.0,9E,FWA,ATL,2,1
6928.0,986.0,107.0,OO,DEN,FAR,1,0
510.0,1025.0,80.0,,LAS,SLC,2,1
736.0,700.0,100.0,AA,MCI,DFW,7,0
7272.0,618.0,77.0,YV,SYR,IAD,1,1
1053.0,830.0,165.0,,ORD,AUS,1,1
3950.0,,,WN,OAK,BUR,3,0
3703.0,810.0,96.0,9E,GRR,MSP,4,0
1587.0,930.0,125.0,WN,BWI,MDW,3,1
